child,parent_1,parent_2,parent_3
GEN=3_MEMBER=67_PSO,GEN=2_MEMBER=94_PSO,,
GEN=3_MEMBER=68_PSO,GEN=2_MEMBER=78_PSO,,
GEN=3_MEMBER=69_PSO,GEN=2_MEMBER=85_PSO,,
GEN=3_MEMBER=70_PSO,GEN=2_MEMBER=48_PSO,,
GEN=3_MEMBER=71_PSO,GEN=2_MEMBER=24_PSO,,
GEN=3_MEMBER=72_PSO,GEN=2_MEMBER=55_PSO,,
GEN=3_MEMBER=73_PSO,GEN=2_MEMBER=41_PSO,,
GEN=3_MEMBER=74_PSO,GEN=2_MEMBER=95_PSO,,
GEN=3_MEMBER=75_PSO,GEN=2_MEMBER=98_PSO,,
GEN=3_MEMBER=76_PSO,GEN=2_MEMBER=77_PSO,,
GEN=3_MEMBER=77_PSO,GEN=2_MEMBER=64_PSO,,
GEN=3_MEMBER=78_PSO,GEN=2_MEMBER=21_PSO,,
GEN=3_MEMBER=79_PSO,GEN=2_MEMBER=65_PSO,,
GEN=3_MEMBER=80_PSO,GEN=2_MEMBER=51_PSO,,
GEN=3_MEMBER=81_PSO,GEN=2_MEMBER=1_PSO,,
GEN=3_MEMBER=82_PSO,GEN=2_MEMBER=58_PSO,,
GEN=3_MEMBER=83_PSO,GEN=2_MEMBER=89_PSO,,
GEN=3_MEMBER=84_PSO,GEN=2_MEMBER=18_PSO,,
GEN=3_MEMBER=85_PSO,GEN=2_MEMBER=56_PSO,,
GEN=3_MEMBER=86_PSO,GEN=2_MEMBER=0_PSO,,
GEN=3_MEMBER=87_PSO,GEN=2_MEMBER=67_PSO,,
GEN=3_MEMBER=88_PSO,GEN=2_MEMBER=40_PSO,,
GEN=3_MEMBER=89_PSO,GEN=2_MEMBER=11_PSO,,
GEN=3_MEMBER=90_PSO,GEN=2_MEMBER=90_PSO,,
GEN=3_MEMBER=91_PSO,GEN=2_MEMBER=73_PSO,,
GEN=3_MEMBER=92_PSO,GEN=2_MEMBER=44_PSO,,
GEN=3_MEMBER=93_PSO,GEN=2_MEMBER=83_PSO,,
GEN=3_MEMBER=94_PSO,GEN=2_MEMBER=96_PSO,,
GEN=3_MEMBER=95_PSO,GEN=2_MEMBER=5_PSO,,
GEN=3_MEMBER=96_PSO,GEN=2_MEMBER=50_PSO,,
GEN=3_MEMBER=97_PSO,GEN=2_MEMBER=87_PSO,,
GEN=3_MEMBER=98_PSO,GEN=2_MEMBER=13_PSO,,
GEN=3_MEMBER=99_PSO,GEN=2_MEMBER=36_PSO,,
GEN=4_MEMBER=100_PSO,GEN=3_MEMBER=36_PSO,,
GEN=4_MEMBER=101_PSO,GEN=3_MEMBER=30_PSO,,
GEN=4_MEMBER=102_PSO,GEN=2_MEMBER=77_PSO,,
GEN=4_MEMBER=103_PSO,GEN=3_MEMBER=63_PSO,,
GEN=4_MEMBER=104_PSO,GEN=3_MEMBER=80_PSO,,
GEN=4_MEMBER=105_PSO,GEN=3_MEMBER=38_PSO,,
GEN=4_MEMBER=106_PSO,GEN=3_MEMBER=49_PSO,,
GEN=4_MEMBER=107_PSO,GEN=2_MEMBER=72_PSO,,
GEN=4_MEMBER=108_PSO,GEN=3_MEMBER=58_PSO,,
GEN=4_MEMBER=109_PSO,GEN=3_MEMBER=93_PSO,,
GEN=4_MEMBER=110_PSO,GEN=3_MEMBER=92_PSO,,
GEN=4_MEMBER=111_PSO,GEN=3_MEMBER=8_PSO,,
GEN=4_MEMBER=112_PSO,GEN=3_MEMBER=89_PSO,,
GEN=4_MEMBER=113_PSO,GEN=3_MEMBER=87_PSO,,
GEN=4_MEMBER=114_PSO,GEN=3_MEMBER=81_PSO,,
GEN=4_MEMBER=115_PSO,GEN=3_MEMBER=78_PSO,,
GEN=4_MEMBER=116_PSO,GEN=3_MEMBER=74_PSO,,
GEN=4_MEMBER=117_PSO,GEN=3_MEMBER=73_PSO,,
GEN=4_MEMBER=118_PSO,GEN=3_MEMBER=72_PSO,,
GEN=4_MEMBER=119_PSO,GEN=3_MEMBER=71_PSO,,
GEN=4_MEMBER=120_PSO,GEN=3_MEMBER=65_PSO,,
GEN=4_MEMBER=121_PSO,GEN=3_MEMBER=61_PSO,,
GEN=4_MEMBER=122_PSO,GEN=3_MEMBER=99_PSO,,
GEN=4_MEMBER=123_PSO,GEN=3_MEMBER=56_PSO,,
GEN=4_MEMBER=124_PSO,GEN=3_MEMBER=52_PSO,,
GEN=4_MEMBER=125_PSO,GEN=3_MEMBER=46_PSO,,
GEN=4_MEMBER=126_PSO,GEN=3_MEMBER=45_PSO,,
GEN=4_MEMBER=127_PSO,GEN=3_MEMBER=41_PSO,,
GEN=4_MEMBER=128_PSO,GEN=3_MEMBER=40_PSO,,
GEN=4_MEMBER=129_PSO,GEN=3_MEMBER=37_PSO,,
GEN=4_MEMBER=130_PSO,GEN=3_MEMBER=34_PSO,,
GEN=4_MEMBER=131_PSO,GEN=3_MEMBER=33_PSO,,
GEN=4_MEMBER=132_PSO,GEN=3_MEMBER=2_PSO,,
GEN=4_MEMBER=133_PSO,GEN=3_MEMBER=28_PSO,,
GEN=4_MEMBER=134_PSO,GEN=3_MEMBER=27_PSO,,
GEN=4_MEMBER=135_PSO,GEN=3_MEMBER=23_PSO,,
GEN=4_MEMBER=136_PSO,GEN=3_MEMBER=22_PSO,,
GEN=4_MEMBER=137_PSO,GEN=3_MEMBER=21_PSO,,
GEN=4_MEMBER=138_PSO,GEN=3_MEMBER=20_PSO,,
GEN=4_MEMBER=139_PSO,GEN=3_MEMBER=1_PSO,,
GEN=4_MEMBER=140_PSO,GEN=3_MEMBER=17_PSO,,
GEN=4_MEMBER=141_PSO,GEN=3_MEMBER=16_PSO,,
GEN=4_MEMBER=142_PSO,GEN=3_MEMBER=14_PSO,,
GEN=4_MEMBER=143_PSO,GEN=3_MEMBER=13_PSO,,
GEN=4_MEMBER=144_PSO,GEN=3_MEMBER=11_PSO,,
GEN=4_MEMBER=145_PSO,GEN=2_MEMBER=98_PSO,,
GEN=4_MEMBER=146_PSO,GEN=2_MEMBER=97_PSO,,
GEN=4_MEMBER=147_PSO,GEN=2_MEMBER=96_PSO,,
GEN=4_MEMBER=148_PSO,GEN=2_MEMBER=92_PSO,,
GEN=4_MEMBER=149_PSO,GEN=2_MEMBER=90_PSO,,
GEN=4_MEMBER=150_PSO,GEN=2_MEMBER=88_PSO,,
GEN=4_MEMBER=151_PSO,GEN=2_MEMBER=87_PSO,,
GEN=4_MEMBER=152_PSO,GEN=3_MEMBER=95_PSO,,
GEN=4_MEMBER=153_PSO,GEN=3_MEMBER=94_PSO,,
GEN=4_MEMBER=154_PSO,GEN=2_MEMBER=64_PSO,,
GEN=4_MEMBER=155_PSO,GEN=2_MEMBER=63_PSO,,
GEN=4_MEMBER=156_PSO,GEN=2_MEMBER=60_PSO,,
GEN=4_MEMBER=157_PSO,GEN=2_MEMBER=56_PSO,,
GEN=4_MEMBER=158_PSO,GEN=2_MEMBER=51_PSO,,
GEN=4_MEMBER=159_PSO,GEN=2_MEMBER=49_PSO,,
GEN=4_MEMBER=160_PSO,GEN=2_MEMBER=48_PSO,,
GEN=4_MEMBER=161_PSO,GEN=2_MEMBER=47_PSO,,
GEN=4_MEMBER=162_PSO,GEN=2_MEMBER=36_PSO,,
GEN=4_MEMBER=163_PSO,GEN=2_MEMBER=28_PSO,,
GEN=4_MEMBER=164_PSO,GEN=2_MEMBER=23_PSO,,
GEN=4_MEMBER=165_PSO,GEN=2_MEMBER=22_PSO,,
GEN=4_MEMBER=166_PSO,GEN=2_MEMBER=21_PSO,,
GEN=4_MEMBER=167_PSO,GEN=2_MEMBER=17_PSO,,
GEN=4_MEMBER=168_PSO,GEN=2_MEMBER=14_PSO,,
GEN=4_MEMBER=169_PSO,GEN=2_MEMBER=13_PSO,,
GEN=4_MEMBER=170_PSO,GEN=2_MEMBER=11_PSO,,
GEN=4_MEMBER=171_PSO,GEN=2_MEMBER=10_PSO,,
GEN=4_MEMBER=172_PSO,GEN=2_MEMBER=0_PSO,,
GEN=4_MEMBER=173_PSO,GEN=3_MEMBER=4_PSO,,
GEN=4_MEMBER=174_PSO,GEN=3_MEMBER=42_PSO,,
GEN=4_MEMBER=175_PSO,GEN=3_MEMBER=15_PSO,,
GEN=4_MEMBER=176_PSO,GEN=3_MEMBER=82_PSO,,
GEN=4_MEMBER=177_PSO,GEN=3_MEMBER=97_PSO,,
GEN=4_MEMBER=178_PSO,GEN=2_MEMBER=32_PSO,,
GEN=4_MEMBER=179_PSO,GEN=3_MEMBER=79_PSO,,
GEN=4_MEMBER=180_PSO,GEN=3_MEMBER=62_PSO,,
GEN=4_MEMBER=181_PSO,GEN=2_MEMBER=74_PSO,,
GEN=4_MEMBER=182_PSO,GEN=3_MEMBER=69_PSO,,
GEN=4_MEMBER=183_PSO,GEN=3_MEMBER=75_PSO,,
GEN=4_MEMBER=184_PSO,GEN=3_MEMBER=51_PSO,,
GEN=4_MEMBER=185_PSO,GEN=2_MEMBER=26_PSO,,
GEN=4_MEMBER=186_PSO,GEN=3_MEMBER=90_PSO,,
GEN=4_MEMBER=187_PSO,GEN=3_MEMBER=68_PSO,,
GEN=4_MEMBER=188_PSO,GEN=2_MEMBER=54_PSO,,
GEN=4_MEMBER=189_PSO,GEN=3_MEMBER=54_PSO,,
GEN=4_MEMBER=190_PSO,GEN=3_MEMBER=32_PSO,,
GEN=4_MEMBER=191_PSO,GEN=3_MEMBER=26_PSO,,
GEN=4_MEMBER=192_PSO,GEN=2_MEMBER=34_PSO,,
GEN=4_MEMBER=193_PSO,GEN=2_MEMBER=2_PSO,,
GEN=4_MEMBER=194_PSO,GEN=3_MEMBER=64_PSO,,
GEN=4_MEMBER=195_PSO,GEN=3_MEMBER=47_PSO,,
GEN=4_MEMBER=196_PSO,GEN=3_MEMBER=19_PSO,,
GEN=4_MEMBER=197_PSO,GEN=2_MEMBER=39_PSO,,
GEN=4_MEMBER=198_PSO,GEN=3_MEMBER=44_PSO,,
GEN=4_MEMBER=199_PSO,GEN=3_MEMBER=70_PSO,,
GEN=5_MEMBER=200_PSO,GEN=4_MEMBER=114_PSO,,
GEN=5_MEMBER=201_PSO,GEN=4_MEMBER=108_PSO,,
GEN=5_MEMBER=202_PSO,GEN=4_MEMBER=101_PSO,,
GEN=5_MEMBER=203_PSO,GEN=4_MEMBER=173_PSO,,
GEN=5_MEMBER=204_PSO,GEN=4_MEMBER=103_PSO,,
GEN=5_MEMBER=205_PSO,GEN=4_MEMBER=187_PSO,,
GEN=5_MEMBER=206_PSO,GEN=4_MEMBER=198_PSO,,
GEN=5_MEMBER=207_PSO,GEN=4_MEMBER=197_PSO,,
GEN=5_MEMBER=208_PSO,GEN=4_MEMBER=195_PSO,,
GEN=5_MEMBER=209_PSO,GEN=4_MEMBER=190_PSO,,
GEN=5_MEMBER=210_PSO,GEN=4_MEMBER=189_PSO,,
GEN=5_MEMBER=211_PSO,GEN=4_MEMBER=185_PSO,,
GEN=5_MEMBER=212_PSO,GEN=4_MEMBER=180_PSO,,
GEN=5_MEMBER=213_PSO,GEN=4_MEMBER=179_PSO,,
GEN=5_MEMBER=214_PSO,GEN=4_MEMBER=178_PSO,,
GEN=5_MEMBER=215_PSO,GEN=4_MEMBER=171_PSO,,
GEN=5_MEMBER=216_PSO,GEN=4_MEMBER=166_PSO,,
GEN=5_MEMBER=217_PSO,GEN=4_MEMBER=162_PSO,,
GEN=5_MEMBER=218_PSO,GEN=4_MEMBER=161_PSO,,
GEN=5_MEMBER=219_PSO,GEN=4_MEMBER=159_PSO,,
GEN=5_MEMBER=220_PSO,GEN=4_MEMBER=152_PSO,,
GEN=5_MEMBER=221_PSO,GEN=4_MEMBER=144_PSO,,
GEN=5_MEMBER=222_PSO,GEN=4_MEMBER=142_PSO,,
GEN=5_MEMBER=223_PSO,GEN=4_MEMBER=141_PSO,,
GEN=5_MEMBER=224_PSO,GEN=4_MEMBER=140_PSO,,
GEN=5_MEMBER=225_PSO,GEN=4_MEMBER=137_PSO,,
GEN=5_MEMBER=226_PSO,GEN=4_MEMBER=131_PSO,,
GEN=5_MEMBER=227_PSO,GEN=4_MEMBER=130_PSO,,
GEN=5_MEMBER=228_PSO,GEN=4_MEMBER=129_PSO,,
GEN=5_MEMBER=229_PSO,GEN=4_MEMBER=128_PSO,,
GEN=5_MEMBER=230_PSO,GEN=4_MEMBER=127_PSO,,
GEN=5_MEMBER=231_PSO,GEN=4_MEMBER=126_PSO,,
GEN=5_MEMBER=232_PSO,GEN=4_MEMBER=125_PSO,,
GEN=5_MEMBER=233_PSO,GEN=4_MEMBER=124_PSO,,
GEN=5_MEMBER=234_PSO,GEN=4_MEMBER=123_PSO,,
GEN=5_MEMBER=235_PSO,GEN=4_MEMBER=119_PSO,,
GEN=5_MEMBER=236_PSO,GEN=4_MEMBER=118_PSO,,
GEN=5_MEMBER=237_PSO,GEN=4_MEMBER=117_PSO,,
GEN=5_MEMBER=238_PSO,GEN=4_MEMBER=116_PSO,,
GEN=5_MEMBER=239_PSO,GEN=4_MEMBER=113_PSO,,
GEN=5_MEMBER=240_PSO,GEN=4_MEMBER=111_PSO,,
GEN=5_MEMBER=241_PSO,GEN=4_MEMBER=109_PSO,,
GEN=5_MEMBER=242_PSO,GEN=3_MEMBER=99_PSO,,
GEN=5_MEMBER=243_PSO,GEN=3_MEMBER=95_PSO,,
GEN=5_MEMBER=244_PSO,GEN=3_MEMBER=94_PSO,,
GEN=5_MEMBER=245_PSO,GEN=3_MEMBER=93_PSO,,
GEN=5_MEMBER=246_PSO,GEN=3_MEMBER=92_PSO,,
GEN=5_MEMBER=247_PSO,GEN=3_MEMBER=8_PSO,,
GEN=5_MEMBER=248_PSO,GEN=3_MEMBER=89_PSO,,
GEN=5_MEMBER=249_PSO,GEN=3_MEMBER=87_PSO,,
GEN=5_MEMBER=250_PSO,GEN=3_MEMBER=81_PSO,,
GEN=5_MEMBER=251_PSO,GEN=3_MEMBER=78_PSO,,
GEN=5_MEMBER=252_PSO,GEN=3_MEMBER=74_PSO,,
GEN=5_MEMBER=253_PSO,GEN=3_MEMBER=73_PSO,,
GEN=5_MEMBER=254_PSO,GEN=3_MEMBER=72_PSO,,
GEN=5_MEMBER=255_PSO,GEN=3_MEMBER=71_PSO,,
GEN=5_MEMBER=256_PSO,GEN=3_MEMBER=65_PSO,,
GEN=5_MEMBER=257_PSO,GEN=3_MEMBER=61_PSO,,
GEN=5_MEMBER=258_PSO,GEN=3_MEMBER=56_PSO,,
GEN=5_MEMBER=259_PSO,GEN=3_MEMBER=52_PSO,,
GEN=5_MEMBER=260_PSO,GEN=3_MEMBER=46_PSO,,
GEN=5_MEMBER=261_PSO,GEN=3_MEMBER=45_PSO,,
GEN=5_MEMBER=262_PSO,GEN=3_MEMBER=41_PSO,,
GEN=5_MEMBER=263_PSO,GEN=3_MEMBER=40_PSO,,
GEN=5_MEMBER=264_PSO,GEN=3_MEMBER=37_PSO,,
GEN=5_MEMBER=265_PSO,GEN=3_MEMBER=34_PSO,,
GEN=5_MEMBER=266_PSO,GEN=3_MEMBER=33_PSO,,
GEN=5_MEMBER=267_PSO,GEN=3_MEMBER=30_PSO,,
GEN=5_MEMBER=268_PSO,GEN=3_MEMBER=2_PSO,,
GEN=5_MEMBER=269_PSO,GEN=3_MEMBER=27_PSO,,
GEN=5_MEMBER=270_PSO,GEN=3_MEMBER=23_PSO,,
GEN=5_MEMBER=271_PSO,GEN=3_MEMBER=22_PSO,,
GEN=5_MEMBER=272_PSO,GEN=3_MEMBER=21_PSO,,
GEN=5_MEMBER=273_PSO,GEN=3_MEMBER=20_PSO,,
GEN=5_MEMBER=274_PSO,GEN=3_MEMBER=1_PSO,,
GEN=5_MEMBER=275_PSO,GEN=3_MEMBER=17_PSO,,
GEN=5_MEMBER=276_PSO,GEN=3_MEMBER=16_PSO,,
GEN=5_MEMBER=277_PSO,GEN=3_MEMBER=14_PSO,,
GEN=5_MEMBER=278_PSO,GEN=3_MEMBER=13_PSO,,
GEN=5_MEMBER=279_PSO,GEN=3_MEMBER=11_PSO,,
GEN=5_MEMBER=280_PSO,GEN=2_MEMBER=98_PSO,,
GEN=5_MEMBER=281_PSO,GEN=2_MEMBER=97_PSO,,
GEN=5_MEMBER=282_PSO,GEN=2_MEMBER=96_PSO,,
GEN=5_MEMBER=283_PSO,GEN=2_MEMBER=92_PSO,,
GEN=5_MEMBER=284_PSO,GEN=2_MEMBER=90_PSO,,
GEN=5_MEMBER=285_PSO,GEN=2_MEMBER=88_PSO,,
GEN=5_MEMBER=286_PSO,GEN=2_MEMBER=87_PSO,,
GEN=5_MEMBER=287_PSO,GEN=2_MEMBER=77_PSO,,
GEN=5_MEMBER=288_PSO,GEN=2_MEMBER=64_PSO,,
GEN=5_MEMBER=289_PSO,GEN=2_MEMBER=63_PSO,,
GEN=5_MEMBER=290_PSO,GEN=2_MEMBER=60_PSO,,
GEN=5_MEMBER=291_PSO,GEN=2_MEMBER=56_PSO,,
GEN=5_MEMBER=292_PSO,GEN=2_MEMBER=51_PSO,,
GEN=5_MEMBER=293_PSO,GEN=2_MEMBER=49_PSO,,
GEN=5_MEMBER=294_PSO,GEN=2_MEMBER=48_PSO,,
GEN=5_MEMBER=295_PSO,GEN=2_MEMBER=47_PSO,,
GEN=5_MEMBER=296_PSO,GEN=2_MEMBER=36_PSO,,
GEN=5_MEMBER=297_PSO,GEN=2_MEMBER=28_PSO,,
GEN=5_MEMBER=298_PSO,GEN=2_MEMBER=23_PSO,,
GEN=5_MEMBER=299_PSO,GEN=2_MEMBER=22_PSO,,
GEN=6_MEMBER=300_PSO,GEN=5_MEMBER=248_PSO,,
GEN=6_MEMBER=301_PSO,GEN=4_MEMBER=187_PSO,,
GEN=6_MEMBER=302_PSO,GEN=5_MEMBER=260_PSO,,
GEN=6_MEMBER=303_PSO,GEN=5_MEMBER=277_PSO,,
GEN=6_MEMBER=304_PSO,GEN=5_MEMBER=228_PSO,,
GEN=6_MEMBER=305_PSO,GEN=5_MEMBER=212_PSO,,
GEN=6_MEMBER=306_PSO,GEN=4_MEMBER=103_PSO,,
GEN=6_MEMBER=307_PSO,GEN=5_MEMBER=204_PSO,,
GEN=6_MEMBER=308_PSO,GEN=5_MEMBER=201_PSO,,
GEN=6_MEMBER=309_PSO,GEN=5_MEMBER=222_PSO,,
GEN=6_MEMBER=310_PSO,GEN=5_MEMBER=297_PSO,,
GEN=6_MEMBER=311_PSO,GEN=5_MEMBER=295_PSO,,
GEN=6_MEMBER=312_PSO,GEN=5_MEMBER=294_PSO,,
GEN=6_MEMBER=313_PSO,GEN=5_MEMBER=290_PSO,,
GEN=6_MEMBER=314_PSO,GEN=5_MEMBER=288_PSO,,
GEN=6_MEMBER=315_PSO,GEN=5_MEMBER=286_PSO,,
GEN=6_MEMBER=316_PSO,GEN=5_MEMBER=284_PSO,,
GEN=6_MEMBER=317_PSO,GEN=5_MEMBER=282_PSO,,
GEN=6_MEMBER=318_PSO,GEN=5_MEMBER=281_PSO,,
GEN=6_MEMBER=319_PSO,GEN=5_MEMBER=279_PSO,,
GEN=6_MEMBER=320_PSO,GEN=5_MEMBER=276_PSO,,
GEN=6_MEMBER=321_PSO,GEN=5_MEMBER=275_PSO,,
GEN=6_MEMBER=322_PSO,GEN=5_MEMBER=274_PSO,,
GEN=6_MEMBER=323_PSO,GEN=5_MEMBER=273_PSO,,
GEN=6_MEMBER=324_PSO,GEN=5_MEMBER=272_PSO,,
GEN=6_MEMBER=325_PSO,GEN=5_MEMBER=271_PSO,,
GEN=6_MEMBER=326_PSO,GEN=5_MEMBER=270_PSO,,
GEN=6_MEMBER=327_PSO,GEN=5_MEMBER=269_PSO,,
GEN=6_MEMBER=328_PSO,GEN=5_MEMBER=266_PSO,,
GEN=6_MEMBER=329_PSO,GEN=5_MEMBER=265_PSO,,
GEN=6_MEMBER=330_PSO,GEN=5_MEMBER=264_PSO,,
GEN=6_MEMBER=331_PSO,GEN=5_MEMBER=262_PSO,,
GEN=6_MEMBER=332_PSO,GEN=5_MEMBER=261_PSO,,
GEN=6_MEMBER=333_PSO,GEN=5_MEMBER=259_PSO,,
GEN=6_MEMBER=334_PSO,GEN=5_MEMBER=258_PSO,,
GEN=6_MEMBER=335_PSO,GEN=5_MEMBER=256_PSO,,
GEN=6_MEMBER=336_PSO,GEN=5_MEMBER=255_PSO,,
GEN=6_MEMBER=337_PSO,GEN=5_MEMBER=254_PSO,,
GEN=6_MEMBER=338_PSO,GEN=5_MEMBER=253_PSO,,
GEN=6_MEMBER=339_PSO,GEN=5_MEMBER=252_PSO,,
GEN=6_MEMBER=340_PSO,GEN=5_MEMBER=250_PSO,,
GEN=6_MEMBER=341_PSO,GEN=5_MEMBER=249_PSO,,
GEN=6_MEMBER=342_PSO,GEN=5_MEMBER=247_PSO,,
GEN=6_MEMBER=343_PSO,GEN=5_MEMBER=246_PSO,,
GEN=6_MEMBER=344_PSO,GEN=5_MEMBER=245_PSO,,
GEN=6_MEMBER=345_PSO,GEN=5_MEMBER=243_PSO,,
GEN=6_MEMBER=346_PSO,GEN=5_MEMBER=242_PSO,,
GEN=6_MEMBER=347_PSO,GEN=5_MEMBER=241_PSO,,
GEN=6_MEMBER=348_PSO,GEN=5_MEMBER=240_PSO,,
GEN=6_MEMBER=349_PSO,GEN=5_MEMBER=238_PSO,,
GEN=6_MEMBER=350_PSO,GEN=5_MEMBER=237_PSO,,
GEN=6_MEMBER=351_PSO,GEN=5_MEMBER=236_PSO,,
GEN=6_MEMBER=352_PSO,GEN=5_MEMBER=234_PSO,,
GEN=6_MEMBER=353_PSO,GEN=5_MEMBER=233_PSO,,
GEN=6_MEMBER=354_PSO,GEN=5_MEMBER=232_PSO,,
GEN=6_MEMBER=355_PSO,GEN=5_MEMBER=230_PSO,,
GEN=6_MEMBER=356_PSO,GEN=5_MEMBER=227_PSO,,
GEN=6_MEMBER=357_PSO,GEN=5_MEMBER=224_PSO,,
GEN=6_MEMBER=358_PSO,GEN=5_MEMBER=221_PSO,,
GEN=6_MEMBER=359_PSO,GEN=5_MEMBER=220_PSO,,
GEN=6_MEMBER=360_PSO,GEN=5_MEMBER=214_PSO,,
GEN=6_MEMBER=361_PSO,GEN=5_MEMBER=213_PSO,,
GEN=6_MEMBER=362_PSO,GEN=5_MEMBER=211_PSO,,
GEN=6_MEMBER=363_PSO,GEN=5_MEMBER=209_PSO,,
GEN=6_MEMBER=364_PSO,GEN=5_MEMBER=208_PSO,,
GEN=6_MEMBER=365_PSO,GEN=5_MEMBER=206_PSO,,
GEN=6_MEMBER=366_PSO,GEN=5_MEMBER=205_PSO,,
